date,username,review,rating,platform,developerResponse,language
2023-05-23,婷0000123,要求我輸入密碼但根本從來都沒設定密碼過…直接串連到更新卡友資料的網站但沒設定密碼的選項，一直重複循環,1,iOS,,zh
2023-05-20,Jia Li,產品 窗簾的頁面無法顯示品項，請改善,3,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，我們會將你的意見轉達給相關部門並盡速處理。謝謝。",zh
2023-05-17,阿黨老兄,登不進去 一直重複填寫資料,1,iOS,,zh
2023-05-11,steven,信用卡付錢超容易當機,1,Android,"Hej, 謝謝你願意花時間讓我們知道你遇到的問題，為了確認你遇到的狀況，請來信至: onsales@ikea.com.tw 提供操作影片或是截圖，我們會將你的意見轉達給相關部門並盡速處理。謝謝。
",zh
2023-05-08,張譽薰,狠棒,5,Android,,zh
2023-05-03,Together1717,登入已改善，補評分,5,iOS,,zh
2023-04-29,Chen 06 Chen,購物車按下一步根本無法結帳。,2,iOS,,zh
2023-04-27,Dante_ZXF,完全無法登錄捏,1,iOS,,zh
2023-04-26,C R,超爛，辦好會員還登不進去，要用line才可以，幹嘛還弄這個app傻眼,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-25,sun kawa,你們網站註冊介面有問題吧 無論從瀏覽器還是APP註冊都會當掉,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-24,Liang-Yu Chen,認證後輸入帳密完全無法成功登入，請儘速改善，因無法使用已移除程式,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-24,kellymylv,一直陷在無法登入的循環,1,iOS,,zh
2023-04-24,alan0327,如題：這個app無法登入使用⋯⋯請問貴公司有要修復嗎？？？,1,iOS,,zh
2023-04-24,Encoreh48080,連登入都無法 給一顆星都太多了,1,iOS,,zh
2023-04-23,aderyuan,一直試著登入但進不去，試了很多天氣到不行，來評論區才發現大家都進不去，請趕快處理！謝謝,1,iOS,,zh
2023-04-23,跑哥支持者,超爛 登都登不進  還回覆 喔好像有點問題 什麼跟什麼….,1,iOS,,zh
2023-04-22,hhhhhhhann,篩選規格功能爛爆 一直等待然後當機,1,iOS,,zh
2023-04-21,✨吉 ✨,"帳號綁定之後要登入
試了好幾次都不行
一直跳出「喔喔 好像有些問題」的訊息",1,iOS,,zh
2023-04-19,是白米,設定好了帳戶密碼，卻一直登入失敗感覺不好用。,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-19,zxc9003,無法登入,1,iOS,,zh
2023-04-19,jacques prevert,我看網頁都比app ok。大笑,1,Android,謝謝你的評論，我們會將你的意見轉達給相關部門並持續進行優化。,zh
2023-04-18,Joey Huang,初次使用，系統導到 email 驗證後，導到網頁設定帳密，再回到 app 後輸入帳密無法登入，一直轉圈圈後，彈出 popup: 喔喔，好像出了點問題,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-16,hgffgjjjiiio,"1、無法登入
2、分類不直覺
3、速度真的慢（api重寫、伺服器更新⋯）
4、問題持續不改善（看到很多人反應相同問題）
5、客服回應處理不佳（無法登入還要用戶一一提供郵件才能解決，感覺不好）",3,iOS,,zh
2023-04-15,Kerker Ma,連登入都無法,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-14,蔬菜頭,完全無法登入，試了好幾次，也過幾天再試，甚至也重新下載、重新開關機，依然無法登入。,1,iOS,,zh
2023-04-14,Ingrid,搞不懂到底幹什麼弄這麼複雜的原因,1,Android,,zh
2023-04-13,被標註的貼文,帳戶欄位一直無法登入，每次都要等待非常久,1,iOS,,zh
2023-04-13,帳號回來,"本來就是卡友
現在有綁定APP
說綁定完成
要跳回登入頁面
之後就完全登不進去
一直在那邊跳跳跳
出現「喔喔 好像有點問題」
我知道啊
登不進去啊！
那請問到底什麼問題？！
頁面跳的超慢
整個APP都超不順
到底在做什麼？",1,iOS,,zh
2023-04-13,陳屎蓋,一直無法登入成功，鬼打牆了,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-13,PO CHUN CHEN,超爛，根本登入不了,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-12,William -,登入等了2分鐘還是登不進去，厲害,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-04-09,小婗萌丶,爛的要死 只是調個想要的高度而已 跑半天== 看來app也沒比較好啊,1,Android,謝謝你的評論，我們會將你的意見轉達給相關部門並持續進行優化。,zh
2023-04-05,dannys liu,"註冊一直失敗，說沒這個帳號， 一直重複要我輸入生日地址，鬼擋牆，沒法註冊，什麼事情都要去官網處理，裝這app幹嘛，另外一直要我綁定LLine,問題是連線Line的api一直錯誤，就永遠卡在那裡， 我直接放棄用ikea線上購物",1,Android,"Hej, 謝謝你的回饋，請聯繫線上客服為你確認: 412-8869(手機+02)",zh
2023-04-03,好東西當然抓一下啦！,"今天去新莊店 章魚填充玩偶說還有21個庫存
繞了2圈還問了現場工作人員 結果是缺貨的
後來用線上購物後 地址顯示不是我選的地址",1,iOS,,zh
2023-04-02,2000 alan,2023 4月2日下午4點在 IKEA新店購買特定款式産品.感謝自助倉儲區服務員李先生、嚴先生熱忱協助商品查詢訂購服務。,5,Android,,zh
2023-03-29,阿就宅咩,希望可以加入會員條碼功能，雖然用line會員是方便沒錯，不過因為line帳號不可多裝置登入的尿性，導致我時常無法出示line上的會員條碼，如果可以在app內加入會員條碼功能那會方便許多！,4,iOS,,zh
2023-03-28,傑米,超傻眼，我只是想找一個東西，進去跳針式的要填一堆資料，還要認證，還要填家人名字，還會無緣故跳出，真是爛到爆，ikea不是號稱服務至上的企業嗎？這種app作成這樣，都沒有高層知道嗎？放任繼續沉淪嗎？,1,Android,,zh
2023-03-26,Tim Wang,反應遲緩，實在不像2023年該有的水準,2,Android,"Hej, 謝謝你的回饋，我們會將你的意見轉達給相關部門並持續改進，感謝你對IKEA的支持與熱愛。

",zh
2023-03-26,Charlie Olee,希望可以整合Bar Code會員條碼，這樣會比較方便~,4,Android,"Hej, 謝謝你的回饋，我們會將你的意見轉達給相關部門並持續優化，感謝你對IKEA的支持與熱愛。

",zh
2023-03-25,大力丸,下載註冊卡在輸入生日，日按下去沒得輸入，有夠爛,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。
",zh
2023-03-23,Cfo Sj,有屁用,1,Android,,zh
2023-03-23,xi-cheng ho,無法登入加上各種bug，難用,1,Android,"Hej, 謝謝你的評論，無法登入問題目前已修復，請將APP更新至最新版本(1.0.16)，成功登入請用五星好評給我們鼓勵，感謝你對IKEA的支持與熱愛。",zh
2023-03-20,Chuck7666,這個app還是不好用…購物平台app這麼多了，能不能參考一下…,1,iOS,,zh
2023-03-19,Richard Li,購物車滿888，可是App的折扣碼沒法抵用…,2,Android,,zh
2023-03-17,Mustt Victor,帳戶->通知裡大約有1000封的未讀訊息，以前從電腦版網站登入都沒看到過這個選項，這倒底是哪個資料庫挖過來的？非常誇張！這是個非常嚴重的BUG！,1,iOS,,zh
2023-03-15,T K,千萬不要用，系統只誘導你購買結帳，後續什麼也查不到，然後要近一個月才拿得到你買的東西。超劣質的app與購物體驗。,1,Android,,zh
2023-03-14,還有話要說,訂單完全無法追蹤進度,3,iOS,,zh
2023-03-14,mosterjack,希望有一鍵全已讀功能,3,iOS,,zh
2023-03-14,Prajna,什麼都要去網站上處理，不然就是要連結到Line上，裝設的意義在哪,1,Android,"Hej, 謝謝你的回饋，我們會將你的意見轉達給相關部門並持續改進，感謝你對IKEA的支持與熱愛。
",zh
2023-03-12,wei-tiem Cheng,太神奇了 沒有追蹤訂單流程的選項，沒有刪除誤訂的選項，沒有訂單取消的選項，只有客服人員的電話，我只是要查詢或取消訂單就要報一堆個資 確認，不是一個APP選項按鍵就完成了！？ 需要勞煩客服人員處理？（速度快 很有禮貌）,1,Android,"Hej, 謝謝你的回饋，如需更改訂單內容，線上購物需確認為本人後協助調整，我們會持續改進並優化APP，感謝你對IKEA的支持與熱愛。",zh
2023-03-07,yaming yeh,SMASTAD系列兒童收納組，軟體規劃點不進閃退，購物車金額亂跳無法購物，帳戶訂單未結帳的無法刪除，不好使用。,2,Android,"Hej, 謝謝你的回饋，我們會將你的意見轉達給相關部門並持續改進，感謝你對IKEA的支持與熱愛。",zh
2023-03-06,RioLynn097,都很好，但是未讀訊息居然要一個一個點掉，而且都不是我追蹤的商品的補貨通知，希望可以改善這個功能🥲,5,iOS,,zh
2023-02-25,曾睿睿,都做app出來了，把會員條碼也弄進去很困難嗎？還是APP和門市的作業是分開的？,1,iOS,,zh
2023-02-24,snadghjw,速度超級慢，爛透,1,iOS,,zh
2023-02-24,justinting1208,"1.登陸時填寫資訊的介面填寫email 的時候說已經有重複email 不能取消looping bug 

2. 搜尋物品時用沒多久卡屏閃屏 然後就當掉了",2,iOS,,zh
2023-02-22,Brian S93,"完全沒有物流資訊，你沒做好歹也給個單號讓我查吧。
通知一堆垃圾訊息，裝app 第一天信箱就700多個未看訊息。
2023了 這都基本功能，加油好嗎 都在混嗎",1,iOS,,zh
2023-02-14,李麥克,好逛、好買、好吃、好玩👍,5,Android,,zh
2023-02-13,Mathilde Cheng,跟過去的比起來 好很多 我的最愛圖案可以再小一點 一面可以顯示5個或多一些 但我的帳號裡沒有會員條碼（？）<<可以新增這個,4,Android,,zh
2023-02-13,Shizukushiomi,怎麼都打不開,2,iOS,,zh
2023-02-12,PingYen Lin,執行速度非常慢，常常loading ，點個類別要跑很久，第一次碰過這種app....,1,Android,"Hej, 謝謝你的回饋，已將你的問題轉達給相關部門，目前已修復此問題，請協助將APP更新至最新版本後完全關閉並重新開啟使用。",zh
2023-02-09,Jamieスイ（Fall In Love wz Jamie）,"從IKEA的LINE商品連結點下去，以前會打開網頁，裝了APP之後會立刻跳轉IKEA的APP，但始終是空白頁寫著""找不到任何結果""",3,Android,,zh
2023-02-06,涂瑞圃（北北）,買個東西拖拖拉拉，店內搬運額外要錢！ 運送物品時間也不清不楚 店員回應也隨隨便便！真心覺得大型傢俱不要在這種地方購買，花錢氣自己而已。,1,Android,,zh
2023-02-02,Alfie hsu,我是IKEA 愛用者…但這app連登入都登不進去…,1,Android,"Hej, 謝謝你的回饋, 請聯繫線上客服為你確認: 412-8869(手機+02)",zh
2023-02-01,蕭佳明,開啟產品資料總是要等待許久，甚至無法開啟。網頁卻不會，搞不清楚為何推出比網站還要難用的App？購物車內容還會不定時消失，到底使用此App要何用？,1,Android,"Hej, 謝謝你的回饋，已將你的問題轉達給相關部門，目前已修復此問題，請協助將APP更新至最新版本後完全關閉並重新開啟使用。",zh
2023-02-01,ANGEL SELENE,好多商品無法點選詳情！,1,Android,"Hej, 謝謝你的回饋，我們會將你的意見轉達給相關部門。",zh
2023-01-31,S. Hsun Chang,只要是用數字代碼搜尋出來的商品，點進去要看內容，都會出現問題，無法開啟,3,Android,"Hej, 謝謝你的回饋，已將你的問題轉達給相關部門，目前已修復此問題，請協助將APP更新至最新版本後完全關閉並重新開啟使用。",zh
2023-01-10,ghjkl1993,麻煩黃色塗滿謝謝,5,iOS,,zh
2023-01-08,rohmer liu,一大堆bug，很難用,1,Android,"Hej, 謝謝你的評論， 我們會將你的意見轉達給相關部門。",zh
2023-01-06,老闆說好用的,"速度ok,介面設計類似網頁
系列選擇就卡住了",3,iOS,,zh
2023-01-06,Charlie Chen my xxx,購物車速度有待改善,5,iOS,,zh
2023-01-04,別再洗評價了,"首先得先稱讚一下這個APP的搜尋商品邏輯，IKEA官網的搜尋介面已然詬病十年，真不是普通難用，只差一個字或是官方設定的詞彙跟坊間理解不同的（比如壁櫃、吊櫃）就通通找不到，只憑自己的理解很難找到想要的傢俱。

接下來說說可以改善的部份，剛下載一登入就有126條通知，內容全是與我毫不相干的某某產品補貨囉，壓根沒看過那些東西，通知這個幹麻呢，屆時若是真有比較重要的通知豈非反而看不到。

再者，將會員卡條碼整合進APP裡應該是基本的了，最好是將優惠券、活動、到貨通知、可以領取年度禮品通知與每次消費明細一併整合進去，這個宜得利或全聯的APP都有類似的功能，應該不會太難。",4,iOS,,zh
2023-01-02,BeReal?,"建議支援Face ID以及雙重驗證登入，不然別人一打開app，就可以任意瀏覽個人資料

還有最重要的會員卡，怎麼沒有內建呢？ 

早在三年多前，放在皮夾內無數張會員卡，都改成了app，唯讀剩下IKEA要靠LINE綁定帳號才能使用，每次結帳前都要找很久，如果能內建在app，並支援加入Apple錢包，才能提升app下載率以及使用黏著度",5,iOS,,zh
2022-12-26,黑羽天使,"1.我有收到電子郵件，通知線上購物的商品缺貨已補貨了，但是上App要下訂時，卻依然顯示缺貨！？這很囧rz… 只好再跑一趟外縣市訂購~_~; 
2. 無法查詢店面消費記錄，以及追蹤店面購買送貨的訂單！？App功能上有點掉漆ಥ_ಥ
3. 台南地很大，也不貴！快快來設點(o^^o)",3,iOS,,zh
